Transaction_ID,Amount,Hour,Merchant_Category,Distance_km,Device_Score,Daily_Transactions,Failed_Logins,International,Weekend,Account_Age_Months,Fraud
118814,5658.41,23,Travel,37.2,65,6,0,0,0,32,0
118815,2073.3,19,Travel,135.7,68,8,0,1,0,13,0
118816,2644.13,16,Restaurant,107.7,99,6,0,1,0,59,0
118817,1328.22,23,Fuel,7.0,96,1,0,0,0,123,0
118818,7330.61,5,Grocery,34.6,67,2,0,0,0,16,0
118819,3444.47,19,Restaurant,37.2,91,1,2,0,0,161,0
118820,6328.46,18,Fuel,30.1,60,7,0,0,0,9,0
118821,9330.34,3,Shopping,24.7,77,8,0,0,1,122,0
118822,2438.22,23,Fuel,184.9,97,1,0,0,0,138,0
118823,7279.21,6,Electronics,27.5,64,3,0,0,0,113,0
118824,2797.53,21,Travel,179.0,63,3,0,0,0,169,0
118825,8203.46,19,Electronics,189.4,77,2,0,0,0,101,0
118826,821.98,19,Shopping,190.6,100,5,0,0,0,49,0
118827,908.34,17,Fuel,23.5,99,5,0,0,1,66,0
118828,4207.1,3,Shopping,104.6,69,7,1,0,1,90,0
118829,104.31,17,Restaurant,14.1,67,6,0,0,1,135,0
118830,8551.4,0,Fuel,124.5,100,2,0,0,0,156,0
118831,870.08,0,Electronics,5.1,62,6,0,0,0,50,0
118832,1386.74,5,Restaurant,154.1,64,6,0,0,1,138,0
118833,1122.56,21,Grocery,90.4,66,2,0,0,1,70,0
118834,9700.97,16,Electronics,66.7,88,5,0,0,0,140,0
118835,2801.03,3,Travel,161.9,64,2,0,0,1,154,0
118836,6532.03,17,Restaurant,23.9,86,5,0,0,1,54,0
118837,9856.06,18,Electronics,106.4,89,1,0,0,0,22,0
118838,6617.77,23,Electronics,102.0,71,3,0,0,1,59,0
118839,3979.55,12,Fuel,84.6,66,1,1,0,1,77,0
118840,231.61,18,Shopping,115.9,93,8,0,0,0,138,0
118841,3489.28,0,Travel,50.1,99,6,0,0,0,133,0
118842,5066.72,15,Fuel,103.2,88,6,0,0,1,16,0
118843,8712.83,4,Restaurant,12.0,73,8,0,1,0,79,0
118844,3752.39,15,Restaurant,120.7,62,5,0,0,0,68,0
118845,5390.95,22,Travel,94.5,100,6,1,0,0,69,0
118846,7168.04,0,Shopping,162.3,68,3,0,0,0,42,0
118847,3161.36,1,Electronics,171.2,61,3,0,1,0,99,0
118848,1567.74,16,Travel,40.4,89,6,0,0,0,99,0
118849,1105.7,7,Shopping,36.0,99,2,0,0,0,101,0
118850,2001.97,4,Grocery,78.4,73,5,0,0,0,139,0
118851,560.66,20,Restaurant,7.9,89,8,1,0,0,25,0
118852,6734.39,2,Grocery,35.0,84,8,1,0,1,10,0
118853,7758.92,23,Travel,78.2,96,7,0,0,0,115,0
118854,1430.22,15,Electronics,171.9,82,1,0,0,0,77,0
118855,5206.18,9,Travel,102.3,65,4,0,0,0,134,0
118856,7446.24,18,Electronics,168.6,82,4,1,0,0,164,0
118857,847.49,4,Shopping,191.9,64,1,0,0,0,13,0
118858,8944.27,2,Fuel,74.4,74,8,0,0,0,118,0
118859,7642.28,1,Travel,55.4,88,8,1,0,0,108,0
118860,7878.32,12,Shopping,194.5,65,7,1,0,1,37,0
118861,6407.32,0,Shopping,78.7,60,7,0,0,0,46,0
118862,8978.05,19,Travel,21.8,70,5,0,0,1,35,0
118863,6691.84,6,Fuel,97.7,73,6,1,0,0,82,0
118864,9493.85,1,Grocery,19.6,60,1,1,0,0,172,0
118865,6678.03,7,Shopping,94.9,70,2,0,0,0,63,0
118866,9476.62,0,Shopping,113.7,87,3,1,0,0,146,0
118867,6489.76,1,Fuel,151.2,61,6,0,0,0,129,0
118868,6457.43,15,Electronics,70.6,81,2,1,0,0,110,0
118869,1368.46,8,Fuel,86.0,61,7,0,0,0,151,0
118870,2899.22,7,Electronics,138.8,76,7,0,0,0,120,0
118871,6365.8,4,Shopping,89.5,97,1,2,0,0,163,0
118872,678.93,10,Fuel,93.8,99,3,0,0,0,121,0
118873,3601.31,2,Electronics,64.1,65,2,0,0,0,35,0
118874,2319.54,9,Restaurant,116.7,100,5,0,0,0,172,0
118875,141.45,9,Electronics,175.5,70,5,1,0,0,77,0
118876,3567.5,17,Grocery,107.5,81,6,0,0,0,30,0
118877,9141.16,10,Electronics,119.5,100,8,1,0,0,140,0
118878,256.25,20,Fuel,73.7,69,2,1,0,1,163,0
118879,8340.12,5,Grocery,189.9,82,3,0,0,1,125,0
118880,8800.59,1,Restaurant,187.9,95,4,0,1,0,154,0
118881,5196.65,18,Shopping,45.3,94,8,0,0,0,42,0
118882,6107.78,18,Restaurant,167.7,86,7,1,0,0,83,0
118883,2647.65,23,Restaurant,139.9,75,1,0,0,0,86,0
118884,9149.39,7,Restaurant,82.9,65,1,1,0,0,81,0
118885,3469.43,18,Travel,33.1,80,3,1,0,1,135,0
118886,2822.31,20,Travel,97.9,60,2,0,0,1,13,0
118887,1739.9,17,Restaurant,152.9,63,7,1,0,0,103,0
118888,7999.14,18,Grocery,57.4,94,5,0,0,0,83,0
118889,2246.46,13,Electronics,163.7,81,5,0,0,0,85,0
118890,3193.13,0,Electronics,66.8,92,6,2,0,1,131,0
118891,3470.67,19,Restaurant,80.4,62,4,0,0,0,92,0
118892,4671.43,4,Shopping,108.5,90,2,0,0,1,84,0
118893,5491.78,1,Shopping,145.0,100,4,0,0,0,58,0
118894,6335.65,22,Grocery,196.7,70,1,0,0,0,160,0
118895,644.16,13,Fuel,196.9,89,7,0,0,0,136,0
118896,2114.23,22,Electronics,125.4,73,8,0,0,1,108,0
118897,2940.13,15,Restaurant,62.1,85,4,2,0,1,90,0
118898,757.55,11,Shopping,197.9,84,5,1,0,1,136,0
118899,8187.33,8,Grocery,113.0,67,3,0,0,1,28,0
118900,8906.81,8,Electronics,104.0,93,7,1,0,1,149,0
118901,8330.34,5,Electronics,91.4,79,3,0,0,0,138,0
118902,7762.77,0,Fuel,103.4,72,7,0,0,0,26,0
118903,2805.54,9,Grocery,30.0,74,3,0,0,1,164,0
118904,4439.6,13,Grocery,97.4,73,6,0,0,0,112,0
118905,1930.2,15,Shopping,37.4,77,7,0,0,0,92,0
118906,139.92,5,Fuel,161.0,68,3,0,0,0,115,0
118907,2795.41,15,Shopping,29.9,72,7,0,0,0,134,0
118908,4261.12,13,Fuel,104.4,64,6,0,0,1,45,0
118909,5676.94,3,Restaurant,132.3,97,7,2,0,0,58,0
118910,7707.57,4,Fuel,44.1,96,8,1,0,0,154,0
118911,7086.95,18,Grocery,74.2,94,1,0,0,0,55,0
118912,59.54,2,Electronics,194.7,77,7,1,0,0,63,0
118913,8873.94,4,Travel,55.0,75,8,0,0,1,38,0
118914,7294.89,14,Fuel,177.6,86,2,0,0,0,48,0
118915,2100.65,16,Travel,165.4,92,1,0,0,0,54,0
118916,1939.6,1,Shopping,180.6,68,1,0,0,0,134,0
118917,8181.32,6,Fuel,99.4,90,1,1,0,0,37,0
118918,2621.08,23,Grocery,2.6,71,1,0,0,0,178,0
118919,9482.67,3,Travel,111.5,68,5,0,0,0,127,0
118920,5608.42,23,Fuel,162.5,89,8,0,0,0,35,0
118921,4942.02,23,Electronics,67.1,84,3,0,0,0,179,0
118922,2936.14,9,Restaurant,82.0,64,3,0,0,0,151,0
118923,3209.57,12,Restaurant,90.9,84,3,0,0,0,93,0
118924,6684.87,21,Shopping,120.5,68,6,1,0,1,136,0
118925,5731.4,10,Restaurant,167.8,77,1,0,0,0,75,0
118926,6162.71,7,Travel,194.5,100,1,1,0,1,49,0
118927,3005.62,20,Travel,155.7,66,4,1,0,0,6,0
118928,6143.62,18,Grocery,104.2,60,6,0,0,1,157,0
118929,6138.89,5,Electronics,119.1,81,5,0,0,0,178,0
118930,3572.25,2,Travel,161.4,76,8,0,0,0,178,0
118931,2084.37,14,Fuel,84.8,74,6,0,0,1,135,0
118932,573.75,10,Fuel,77.0,91,6,0,0,1,67,0
118933,6365.22,6,Fuel,18.9,71,2,0,0,1,39,0
118934,7431.84,23,Fuel,191.3,63,3,0,0,0,142,0
118935,1990.65,15,Restaurant,113.2,98,1,0,0,1,136,0
118936,6498.86,5,Grocery,60.3,91,8,0,0,0,42,0
118937,4496.94,19,Shopping,164.2,63,5,0,0,0,41,0
118938,4259.41,4,Electronics,100.0,69,4,1,0,0,161,0
118939,8093.76,14,Grocery,191.5,63,4,0,0,1,123,0
118940,8388.61,15,Electronics,11.0,83,6,0,0,0,86,0
118941,2351.21,16,Grocery,60.1,87,1,0,0,0,116,0
118942,242.72,14,Electronics,15.3,61,8,0,0,0,41,0
118943,2449.9,3,Fuel,172.4,100,1,0,0,0,25,0
118944,3925.26,11,Fuel,45.8,75,3,0,0,1,126,0
118945,9248.08,4,Shopping,16.1,82,7,0,0,1,82,0
118946,8192.09,9,Fuel,133.6,69,4,0,0,1,46,0
118947,5031.71,16,Travel,152.3,70,1,0,0,0,97,0
118948,7397.12,0,Restaurant,131.0,76,5,0,0,0,120,0
118949,7250.24,3,Shopping,152.7,64,4,0,0,0,125,0
118950,2064.62,8,Shopping,174.5,87,3,0,0,1,154,0
118951,1743.26,1,Fuel,158.7,71,3,0,0,0,155,0
118952,1006.6,10,Travel,132.3,72,8,0,0,0,30,0
118953,5283.93,19,Electronics,104.1,89,8,1,0,0,136,0
118954,7615.61,11,Grocery,84.2,98,1,0,0,1,125,0
118955,5778.52,22,Shopping,162.3,96,7,0,0,0,177,0
118956,7536.09,3,Travel,10.1,70,8,1,1,0,68,0
118957,1849.81,22,Fuel,153.8,87,5,0,0,0,124,0
118958,8930.11,9,Restaurant,180.9,78,4,0,0,0,159,0
118959,9156.28,19,Restaurant,159.0,62,3,0,0,1,122,0
118960,313.96,16,Fuel,35.5,74,5,0,0,0,175,0
118961,3147.28,18,Electronics,175.5,94,2,0,1,1,36,0
118962,9064.62,12,Shopping,123.1,76,2,0,0,0,83,0
118963,4355.7,17,Grocery,175.5,76,1,0,0,0,141,0
118964,4108.02,20,Travel,125.0,74,7,0,0,0,34,0
118965,7290.93,7,Fuel,158.0,67,3,0,0,0,48,0
118966,2297.05,17,Travel,54.7,94,7,1,0,0,154,0
118967,2488.02,1,Grocery,125.2,86,4,0,0,1,38,0
118968,5170.82,2,Restaurant,28.7,79,8,0,1,0,108,0
118969,3729.51,4,Fuel,26.1,74,1,1,0,0,141,0
118970,9629.08,16,Travel,5.2,93,7,0,0,1,75,0
118971,1401.39,13,Fuel,105.8,70,8,0,0,0,116,0
118972,4950.4,9,Shopping,27.3,75,8,0,0,0,43,0
118973,7563.24,15,Shopping,133.2,98,4,2,0,0,96,0
118974,2145.31,16,Grocery,34.7,73,4,1,0,0,173,0
118975,254.19,8,Grocery,80.9,79,5,0,0,0,38,0
118976,7962.72,5,Fuel,30.4,61,3,0,0,0,144,0
118977,134.49,3,Restaurant,171.1,90,2,0,0,0,157,0
118978,7692.51,1,Grocery,149.4,94,3,0,0,0,156,0
118979,212.79,12,Grocery,10.8,74,6,0,0,0,82,0
118980,1147.43,2,Travel,119.2,80,1,0,0,0,37,0
118981,1073.72,10,Travel,97.2,64,6,0,0,1,165,0
118982,2231.24,2,Shopping,84.1,82,2,1,0,0,155,0
118983,1116.68,4,Restaurant,87.6,69,3,0,0,1,176,0
118984,8452.28,16,Travel,117.7,66,3,0,0,0,167,0
118985,436.47,16,Grocery,116.8,87,8,0,0,1,49,0
118986,377.93,22,Restaurant,159.0,82,8,1,0,0,60,0
118987,4001.45,20,Grocery,81.0,88,7,0,0,0,112,0
118988,4304.86,20,Shopping,126.3,86,4,0,0,1,158,0
118989,3367.03,7,Electronics,23.0,98,5,1,0,1,67,0
118990,6461.84,22,Electronics,93.4,100,5,0,0,0,63,0
118991,7273.48,2,Grocery,33.6,68,2,0,0,1,19,0
118992,9906.19,11,Restaurant,180.0,85,5,1,0,1,75,0
118993,4348.59,15,Grocery,104.2,92,3,0,0,0,71,0
118994,3269.48,19,Travel,36.1,71,7,0,0,0,100,0
118995,2219.98,4,Shopping,6.5,89,5,0,0,1,100,0
118996,4072.5,10,Restaurant,75.1,92,5,1,0,0,114,0
118997,7111.44,9,Grocery,155.4,68,4,1,0,0,42,0
118998,4119.37,6,Shopping,53.6,73,4,0,0,0,74,0
118999,779.07,1,Restaurant,13.6,99,4,0,0,0,123,0
119000,5933.66,3,Electronics,111.1,79,5,0,0,0,61,0
119001,2237.69,21,Fuel,52.8,66,7,0,0,0,131,0
119002,1365.96,5,Restaurant,84.2,63,7,0,0,1,55,0
119003,4494.21,19,Electronics,103.1,87,4,0,0,1,88,0
119004,4950.88,23,Restaurant,32.7,95,5,0,0,1,173,0
119005,6814.6,4,Travel,99.5,61,3,0,1,0,12,0
119006,5697.65,5,Shopping,71.8,85,5,0,0,0,130,0
119007,444.74,4,Travel,74.5,72,8,0,1,0,70,0
119008,1622.15,4,Shopping,174.1,89,3,0,0,0,161,0
119009,3489.98,6,Grocery,52.0,89,8,0,0,0,124,0
119010,5940.62,10,Electronics,102.1,84,2,0,1,0,40,0
119011,4942.92,17,Shopping,78.9,80,8,0,0,0,29,0
119012,3133.59,2,Fuel,168.2,97,3,1,0,0,95,0
119013,5672.12,11,Fuel,92.4,83,1,0,0,0,119,0
119014,7380.92,16,Travel,59.9,81,5,0,0,0,58,0
119015,1674.16,21,Fuel,83.0,93,1,0,0,1,159,0
119016,6403.26,13,Travel,33.1,68,3,0,0,0,28,0
119017,7544.62,16,Shopping,2.2,98,6,1,0,1,61,0
119018,2752.12,19,Shopping,137.6,88,7,1,0,0,163,0
119019,2726.01,11,Electronics,98.5,90,1,0,0,0,89,0
119020,5214.21,6,Electronics,66.6,72,7,0,0,0,152,0
119021,9766.16,16,Shopping,139.0,75,1,0,0,0,11,0
119022,3687.58,11,Electronics,9.7,90,2,0,0,0,121,0
119023,3629.08,4,Shopping,14.5,83,3,1,0,0,147,0
119024,5176.75,11,Grocery,94.3,77,8,1,0,1,81,0
119025,5585.59,14,Electronics,140.6,80,4,0,0,0,28,0
119026,224.15,5,Fuel,146.4,73,5,0,0,0,84,0
119027,5807.11,10,Fuel,177.8,80,4,0,0,0,146,0
119028,6447.76,22,Travel,168.3,74,6,0,0,0,39,0
119029,7352.67,3,Restaurant,45.2,90,6,0,1,0,20,0
119030,2656.1,2,Shopping,172.6,96,5,0,0,0,87,0
119031,2634.1,10,Fuel,42.7,88,3,0,0,0,19,0
119032,561.48,20,Restaurant,124.1,80,5,0,0,0,157,0
119033,712.62,23,Travel,127.7,73,1,0,0,0,68,0
119034,6329.33,3,Fuel,111.4,63,2,2,0,0,23,0
119035,2067.11,12,Grocery,152.4,90,6,0,0,0,119,0
119036,5470.64,8,Restaurant,198.4,89,3,0,0,0,7,0
119037,3595.98,4,Travel,4.8,66,4,0,0,0,137,0
119038,6136.5,6,Travel,20.9,78,1,0,0,1,99,0
119039,9570.31,10,Grocery,146.1,100,6,1,0,1,67,0
119040,1252.72,4,Grocery,144.9,87,2,0,0,0,56,0
119041,5420.49,14,Travel,141.9,84,1,0,0,0,85,0
119042,8472.52,12,Restaurant,85.3,72,5,0,0,0,146,0
119043,524.94,11,Shopping,46.2,79,5,0,0,0,68,0
119044,4282.05,6,Electronics,163.8,83,3,0,0,1,20,0
119045,6179.66,18,Restaurant,148.7,80,5,0,0,0,58,0
119046,7387.96,10,Grocery,116.6,64,1,2,0,0,75,0
119047,7933.76,10,Grocery,87.0,90,4,0,0,0,46,0
119048,3266.14,1,Travel,48.9,62,3,0,0,1,7,0
119049,7839.06,21,Fuel,0.9,90,8,0,0,1,96,0
119050,5854.59,10,Shopping,64.8,79,3,0,0,0,150,0
119051,5809.91,13,Shopping,25.6,85,1,0,0,0,62,0
119052,2913.64,17,Fuel,168.9,68,4,2,0,0,106,0
119053,1754.49,8,Shopping,175.2,91,8,1,0,0,66,0
119054,2836.24,1,Electronics,162.9,85,2,0,0,0,43,0
119055,3979.6,6,Fuel,133.0,75,7,0,0,1,127,0
119056,9873.54,19,Restaurant,73.6,80,1,0,0,0,177,0
119057,3133.24,3,Electronics,145.4,62,7,0,0,0,91,0
119058,9340.48,4,Shopping,62.4,62,8,0,0,0,169,0
119059,7643.58,17,Shopping,97.7,89,3,1,0,0,148,0
119060,6518.11,16,Electronics,186.3,69,3,0,0,0,25,0
119061,4351.76,5,Electronics,53.7,93,2,0,0,0,28,0
119062,6478.7,13,Travel,171.8,77,8,0,0,0,153,0
119063,7496.44,5,Travel,28.0,90,7,1,0,0,31,0
119064,5999.55,5,Grocery,153.2,66,6,1,0,0,128,0
119065,7121.8,17,Grocery,63.4,88,8,0,0,0,36,0
119066,5242.64,9,Grocery,184.5,68,8,0,0,1,112,0
119067,5757.66,21,Shopping,67.3,73,5,0,0,1,123,0
119068,8663.98,20,Travel,112.5,75,4,0,0,0,59,0
119069,5030.42,16,Fuel,85.8,96,2,0,0,0,98,0
119070,2817.76,12,Shopping,121.3,77,1,0,0,0,46,0
119071,9033.32,2,Fuel,93.8,68,1,0,0,1,51,0
119072,4762.91,11,Grocery,34.7,100,8,0,0,1,82,0
119073,8800.97,19,Travel,154.9,70,8,1,0,0,159,0
119074,7946.14,9,Electronics,145.4,72,8,0,0,1,88,0
119075,3329.33,20,Grocery,50.2,88,4,0,0,1,45,0
119076,6922.43,10,Grocery,104.9,88,5,0,0,0,64,0
119077,9699.72,13,Travel,165.7,90,8,1,0,0,67,0
119078,8045.01,11,Restaurant,70.0,77,1,2,0,0,117,0
119079,6353.66,16,Fuel,107.5,89,5,1,0,0,114,0
119080,8737.57,2,Fuel,16.3,90,1,0,0,1,6,0
119081,898.5,15,Electronics,15.1,89,2,1,1,0,37,0
119082,801.56,22,Fuel,18.7,76,3,0,0,0,29,0
119083,3009.09,8,Grocery,113.3,84,7,1,0,0,138,0
119084,9900.3,15,Restaurant,81.9,91,4,1,0,0,170,0
119085,4890.71,22,Travel,70.9,66,4,0,0,1,68,0
119086,2902.19,2,Travel,83.3,68,3,1,0,1,132,0
119087,495.84,2,Electronics,44.9,69,6,0,0,1,162,0
119088,7399.49,22,Restaurant,87.7,84,7,0,0,0,70,0
119089,7321.4,23,Grocery,188.8,91,1,1,0,0,46,0
119090,4540.61,15,Grocery,68.5,84,7,0,0,0,74,0
119091,7495.99,1,Travel,139.4,82,8,0,0,0,111,0
119092,9619.15,15,Grocery,31.6,94,8,0,0,0,155,0
119093,2234.15,13,Grocery,123.3,94,1,0,0,1,165,0
119094,9096.01,1,Restaurant,135.7,91,4,1,0,0,170,0
119095,467.67,11,Restaurant,73.2,75,5,0,0,0,162,0
119096,9157.9,1,Electronics,78.6,62,1,1,0,1,77,0
119097,1983.61,17,Fuel,11.0,67,4,0,0,0,102,0
119098,7809.85,15,Fuel,12.5,87,1,0,0,0,132,0
119099,8165.79,23,Travel,140.8,92,2,0,0,0,72,0
119100,9885.18,11,Electronics,116.6,92,1,0,0,1,70,0
119101,3464.29,7,Travel,11.8,60,1,1,0,0,74,0
119102,8778.89,9,Travel,6.7,75,4,0,0,1,157,0
119103,3487.16,12,Shopping,35.2,87,8,0,0,0,85,0
119104,2839.49,3,Grocery,146.6,60,7,0,0,0,9,0
119105,3976.82,9,Grocery,171.7,79,8,0,1,0,61,0
119106,472.79,8,Shopping,85.1,68,8,0,0,0,176,0
119107,5121.36,5,Shopping,175.8,94,4,0,0,0,23,0
119108,2535.72,0,Electronics,100.8,71,6,0,0,1,39,0
119109,2396.72,5,Travel,153.6,97,7,1,0,0,68,0
119110,1853.65,16,Shopping,17.3,70,4,0,0,0,136,0
119111,5465.2,4,Fuel,58.7,89,3,0,0,0,164,0
119112,3586.38,15,Shopping,196.1,69,1,0,0,0,81,0
119113,7493.56,10,Grocery,150.6,92,3,1,0,0,49,0
119114,7262.75,8,Travel,18.1,80,7,1,0,1,163,0
119115,4736.69,0,Electronics,109.9,78,4,1,0,1,70,0
119116,1641.51,6,Fuel,176.0,63,1,0,0,0,115,0
119117,3962.37,22,Travel,103.7,100,5,0,0,0,144,0
119118,5151.36,4,Grocery,145.4,75,4,2,0,0,26,0
119119,1926.42,21,Fuel,195.3,63,8,0,0,1,86,0
119120,6790.84,19,Shopping,39.8,85,8,0,0,0,48,0
119121,391.25,14,Fuel,123.6,63,4,1,0,0,46,0
119122,8811.99,2,Fuel,134.1,64,7,0,0,0,24,0
119123,9924.28,13,Shopping,178.2,69,2,1,0,1,111,0
119124,556.31,23,Travel,38.2,67,3,0,0,0,166,0
119125,6149.56,6,Electronics,159.6,91,8,0,0,0,119,0
119126,8488.07,6,Fuel,116.0,87,4,0,0,1,132,0
119127,5730.95,8,Fuel,35.2,88,6,0,0,0,128,0
119128,9608.7,10,Grocery,168.4,89,5,1,0,0,43,0
119129,760.4,3,Grocery,137.5,90,5,0,0,0,109,0
119130,4878.04,17,Travel,29.0,79,7,0,0,1,25,0
119131,6538.62,10,Fuel,135.2,95,6,0,0,0,23,0
119132,8140.5,14,Grocery,192.4,85,1,0,0,0,110,0
119133,9924.17,8,Electronics,120.1,89,1,0,0,0,136,0
119134,1638.72,9,Grocery,127.2,65,4,0,0,0,90,0
119135,5018.93,5,Travel,151.6,93,2,1,0,0,76,0
119136,6026.06,6,Restaurant,198.5,69,5,0,0,0,164,0
119137,5187.94,7,Grocery,177.8,86,1,1,0,0,170,0
119138,1071.36,23,Shopping,109.9,69,7,0,0,0,139,0
119139,8564.72,17,Travel,18.2,63,2,0,0,1,151,0
119140,2384.73,1,Grocery,141.8,99,8,0,0,0,176,0
119141,5830.98,22,Travel,56.7,81,5,0,0,0,14,0
119142,5979.63,8,Electronics,161.2,81,4,0,0,1,140,0
119143,61.22,16,Fuel,11.8,60,6,0,0,1,66,0
119144,4537.79,21,Electronics,66.3,81,2,0,0,0,38,0
119145,9488.91,0,Shopping,150.9,71,8,0,0,0,144,0
119146,8299.71,11,Shopping,178.4,84,3,1,1,0,129,0
119147,4233.37,6,Travel,187.3,81,4,0,0,0,155,0
119148,2562.18,6,Fuel,137.6,84,3,0,0,0,83,0
119149,3867.28,9,Travel,91.6,67,1,0,0,0,167,0
119150,9253.62,20,Travel,98.0,77,5,0,0,1,69,0
119151,5842.18,23,Grocery,178.3,65,6,0,0,0,157,0
119152,6134.07,19,Travel,184.0,68,7,0,0,1,46,0
119153,1664.83,23,Fuel,160.8,89,2,1,0,0,25,0
119154,1108.42,2,Electronics,89.7,85,5,2,0,1,19,0
119155,8096.39,12,Electronics,53.3,61,2,0,0,1,36,0
119156,9880.07,4,Electronics,198.0,91,3,0,0,0,104,0
119157,4964.49,5,Shopping,125.1,73,8,0,0,0,18,0
119158,5717.47,2,Grocery,199.3,70,8,1,0,1,65,0
119159,7455.07,19,Shopping,131.1,93,4,0,0,0,169,0
119160,150.28,10,Fuel,53.0,62,6,0,1,0,177,0
119161,921.96,21,Electronics,146.8,98,4,0,0,0,12,0
119162,485.88,4,Travel,76.0,69,1,0,0,1,140,0
119163,3393.82,10,Travel,105.3,65,8,2,0,0,25,0
119164,4262.64,20,Shopping,113.0,94,2,0,0,0,12,0
119165,6098.48,23,Fuel,1.0,90,8,1,0,0,145,0
119166,4345.39,13,Restaurant,134.4,92,6,0,0,0,113,0
119167,6200.05,20,Grocery,150.1,65,6,0,0,1,174,0
119168,7356.47,3,Electronics,21.7,99,1,0,0,0,74,0
119169,6070.53,0,Grocery,188.6,88,6,1,0,0,111,0
119170,9130.18,10,Electronics,23.6,67,5,1,0,0,25,0
119171,6437.66,11,Grocery,123.2,64,1,0,0,0,152,0
119172,2971.11,1,Travel,30.4,83,7,0,0,0,145,0
119173,1838.82,15,Grocery,57.1,77,2,0,0,0,168,0
119174,4345.38,7,Shopping,52.2,67,5,1,0,1,159,0
119175,5071.53,9,Travel,137.3,91,2,0,0,0,176,0
119176,2801.23,0,Electronics,113.6,86,5,0,0,0,35,0
119177,9740.28,3,Grocery,100.7,80,4,1,0,1,79,0
119178,4266.59,1,Shopping,105.4,80,4,0,0,0,153,0
119179,2043.67,11,Electronics,33.4,71,6,0,0,0,134,0
119180,2314.17,2,Shopping,79.4,88,1,0,0,1,66,0
119181,5137.61,21,Travel,137.5,67,6,0,0,1,33,0
119182,4682.87,20,Travel,187.9,73,5,0,0,1,58,0
119183,5447.9,6,Electronics,46.8,90,5,0,0,0,67,0
119184,7277.49,1,Shopping,92.0,78,8,0,0,1,162,0
119185,1661.16,15,Fuel,67.4,88,7,0,0,0,140,0
119186,5657.89,5,Shopping,94.3,82,1,0,1,1,153,0
119187,9398.41,16,Shopping,151.9,98,4,0,0,0,99,0
119188,5421.84,2,Fuel,55.5,87,3,0,0,0,83,0
119189,5731.27,11,Grocery,192.8,90,5,0,0,0,158,0
119190,581.14,17,Grocery,118.1,91,3,0,0,1,168,0
119191,9556.57,6,Grocery,184.7,62,2,0,0,1,10,0
119192,4903.54,1,Electronics,6.7,87,6,0,0,1,109,0
119193,4391.64,5,Electronics,72.0,92,5,0,0,0,57,0
119194,6748.93,17,Travel,6.7,70,7,0,0,0,168,0
119195,7246.69,17,Grocery,41.7,68,1,0,0,0,97,0
119196,2537.79,23,Shopping,164.1,100,6,0,0,0,179,0
119197,9717.65,16,Travel,16.4,80,8,0,0,0,111,0
119198,1887.2,8,Fuel,10.5,74,5,1,0,0,122,0
119199,9124.52,1,Shopping,28.3,73,8,0,0,0,144,0
119200,4057.93,10,Fuel,74.2,62,6,1,0,0,100,0
119201,4384.21,2,Electronics,113.3,96,7,2,0,0,167,0
119202,3400.04,7,Shopping,102.1,93,1,0,0,1,26,0
119203,424.21,20,Restaurant,192.4,82,7,0,0,1,65,0
119204,9265.67,19,Restaurant,33.0,67,7,0,0,0,60,0
119205,810.54,16,Travel,162.0,70,6,0,0,0,47,0
119206,7037.56,20,Fuel,155.8,66,7,0,0,1,150,0
119207,2027.85,4,Grocery,111.9,93,1,0,0,1,111,0
119208,1293.54,1,Electronics,103.0,66,4,0,0,0,121,0
119209,1024.37,23,Shopping,16.3,96,1,0,0,1,32,0
119210,7012.32,1,Restaurant,88.1,71,2,1,0,0,114,0
119211,8022.9,23,Electronics,44.4,72,4,1,0,0,149,0
119212,1294.82,16,Electronics,174.2,96,2,0,0,0,23,0
119213,5549.77,1,Travel,168.1,77,8,0,0,0,173,0
119214,9145.62,12,Grocery,19.2,66,1,0,0,0,106,0
119215,8469.69,16,Grocery,132.7,82,1,0,0,1,111,0
119216,7687.86,22,Shopping,63.1,73,8,0,0,1,8,0
119217,2428.28,4,Fuel,45.4,90,3,0,0,0,18,0
119218,5916.38,3,Travel,132.2,72,5,0,0,0,180,0
119219,2673.49,14,Restaurant,108.4,79,4,0,1,1,54,0
119220,8984.34,23,Restaurant,19.8,84,1,1,0,0,43,0
119221,345.27,20,Electronics,116.5,86,2,1,0,1,92,0
119222,5127.59,7,Travel,61.4,96,8,0,0,0,98,0
119223,6653.71,13,Travel,76.1,64,7,0,0,0,108,0
119224,4203.19,20,Electronics,8.6,83,2,1,0,0,162,0
119225,4696.32,3,Grocery,139.8,97,5,0,0,0,77,0
119226,6309.27,2,Travel,56.8,87,5,0,0,0,52,0
119227,744.78,15,Electronics,139.9,91,7,0,0,0,80,0
119228,5129.72,12,Fuel,16.7,91,1,0,0,0,85,0
119229,3649.04,0,Grocery,125.0,85,3,1,0,1,10,0
119230,6371.33,11,Travel,106.3,81,5,1,0,0,28,0
119231,4407.65,5,Shopping,89.4,69,1,0,0,0,157,0
119232,2007.51,14,Restaurant,142.2,89,1,0,0,0,54,0
119233,86.46,5,Grocery,5.6,81,5,0,0,1,149,0
119234,9969.02,10,Restaurant,25.2,90,3,0,0,1,14,0
119235,5055.24,12,Travel,107.7,77,1,1,0,0,124,0
119236,5615.79,5,Restaurant,24.1,93,8,0,0,1,37,0
119237,1954.54,12,Electronics,155.5,88,3,0,0,1,88,0
